region	chr	midPos	Nsites
(118,2795)(104628,108769)(100000,150000)	JASDQU010737634.1	125000	2679	0.373454
(75,1578)(140968,142746)(100000,150000)	JASDQU010737639.1	125000	1505	0.361640
(251,1418)(107340,126260)(100000,150000)	JASDQU010737650.1	125000	1169	0.082481
(40,931)(110696,111589)(100000,150000)	JASDQU010737652.1	125000	893	0.274453
(932,977)(167703,167756)(150000,200000)	JASDQU010737652.1	175000	47	0.007218
(978,1932)(256994,297623)(250000,300000)	JASDQU010737652.1	275000	956	0.143553
(188,300)(424884,425004)(400000,450000)	JASDQU010737653.1	425000	114	0.565163
(301,436)(457955,458193)(450000,500000)	JASDQU010737653.1	475000	137	0.513839
(271,579)(160111,160591)(150000,200000)	JASDQU010737655.1	175000	310	0.041380
(580,636)(214948,215057)(200000,250000)	JASDQU010737655.1	225000	58	0.098218
(97,6805)(220494,236310)(200000,250000)	JASDQU010737682.1	225000	6710	0.139204
(785,972)(225581,225783)(200000,250000)	JASDQU010737709.1	225000	189	0.013619
(973,1874)(354064,355033)(350000,400000)	JASDQU010737709.1	375000	903	0.181230
(16,384)(155261,155693)(150000,200000)	JASDQU010737720.1	175000	370	0.101009
(2042,2115)(68692,68820)(50000,100000)	JASDQU010737723.1	75000	75	0.100031
(518,706)(108908,109415)(100000,150000)	JASDQU010737726.1	125000	190	0.037845
(603,652)(148127,148187)(100000,150000)	JASDQU010737739.1	125000	51	0.035343
(172,301)(75701,75864)(50000,100000)	JASDQU010737742.1	75000	131	0.029751
(133,483)(226175,229775)(200000,250000)	JASDQU010737750.1	225000	352	0.087858
(477,1259)(270435,271249)(250000,300000)	JASDQU010737777.1	275000	784	0.041826
(944,1161)(64436,65108)(50000,100000)	JASDQU010737779.1	75000	219	-0.008957
(702,841)(180864,181003)(150000,200000)	JASDQU010737784.1	175000	141	0.029187
(842,908)(208403,208549)(200000,250000)	JASDQU010737784.1	225000	68	0.206292
(251,1713)(53981,78497)(50000,100000)	JASDQU010737786.1	75000	1464	0.153754
(1714,2007)(183063,183456)(150000,200000)	JASDQU010737786.1	175000	295	0.027423
(2461,2787)(100000,141866)(100000,150000)	JASDQU010737787.1	125000	328	0.022613
(2788,3268)(173745,174263)(150000,200000)	JASDQU010737787.1	175000	482	0.272517
(618,1763)(59013,78450)(50000,100000)	JASDQU010737802.1	75000	1147	0.094567
(1764,2253)(217297,217827)(200000,250000)	JASDQU010737802.1	225000	491	0.003261
(141,327)(331730,336504)(300000,350000)	JASDQU010737803.1	325000	188	0.026807
(312,965)(78092,78749)(50000,100000)	JASDQU010737809.1	75000	655	0.116728
(113,201)(121305,121407)(100000,150000)	JASDQU010737819.1	125000	90	-0.005836
(140,3123)(181798,186250)(150000,200000)	JASDQU010737824.1	175000	2985	0.274692
(2160,2644)(171119,171613)(150000,200000)	JASDQU010737827.1	175000	486	0.011789
(874,954)(110019,110102)(100000,150000)	JASDQU010737828.1	125000	82	0.015036
(1965,2464)(159374,159927)(150000,200000)	JASDQU010737838.1	175000	501	0.065429
(323,1541)(116591,117883)(100000,150000)	JASDQU010737839.1	125000	1220	0.288224
(93,3193)(123928,127238)(100000,150000)	JASDQU010737840.1	125000	3102	0.160863
(1287,1433)(108998,109151)(100000,150000)	JASDQU010737845.1	125000	148	0.049632
(8,628)(300229,300870)(300000,350000)	JASDQU010737868.1	325000	622	0.289170
(626,975)(402178,402576)(400000,450000)	JASDQU010737870.1	425000	351	0.280245
(173,307)(242596,242734)(200000,250000)	JASDQU010737871.1	225000	136	0.125410
(308,319)(395400,395411)(350000,400000)	JASDQU010737871.1	375000	13	0.078952
(1293,1662)(268764,269172)(250000,300000)	JASDQU010737873.1	275000	371	0.255715
(1663,2625)(389881,390873)(350000,400000)	JASDQU010737873.1	375000	964	-0.002864
(2626,3250)(545093,545722)(500000,550000)	JASDQU010737873.1	525000	626	0.019955
(73,1462)(300856,302397)(300000,350000)	JASDQU010737874.1	325000	1391	0.088790
(627,1527)(171133,172095)(150000,200000)	JASDQU010737890.1	175000	902	0.214942
(927,1317)(177793,178217)(150000,200000)	JASDQU010737898.1	175000	392	0.500666
(124,314)(144779,145158)(100000,150000)	JASDQU010737912.1	125000	192	0.061435
(733,1291)(367419,367977)(350000,400000)	JASDQU010737927.1	375000	560	0.033717
(1292,6041)(423510,428958)(400000,450000)	JASDQU010737927.1	425000	4751	0.162056
(6042,6404)(538509,542571)(500000,550000)	JASDQU010737927.1	525000	364	0.034595
(6405,9045)(554773,589744)(550000,600000)	JASDQU010737927.1	575000	2642	0.354106
(2147,3158)(361520,362600)(350000,400000)	JASDQU010737929.1	375000	1013	0.422128
(930,1899)(106726,141491)(100000,150000)	JASDQU010737947.1	125000	971	0.030215
(1900,2236)(215396,215887)(200000,250000)	JASDQU010737947.1	225000	338	0.036746
(361,603)(223848,224101)(200000,250000)	JASDQU010737959.1	225000	244	0.108941
(127,490)(258349,258802)(250000,300000)	JASDQU010737965.1	275000	365	0.320005
(236,1883)(63651,66397)(50000,100000)	JASDQU010737972.1	75000	1649	0.228728
(1977,2142)(80533,80721)(50000,100000)	JASDQU010737978.1	75000	167	0.027792
(299,574)(59440,59810)(50000,100000)	JASDQU010737979.1	75000	277	0.122918
(575,6943)(262540,273283)(250000,300000)	JASDQU010737979.1	275000	6370	0.258069
(1610,2270)(375973,376661)(350000,400000)	JASDQU010738002.1	375000	662	0.169337
(182,904)(119009,120013)(100000,150000)	JASDQU010738011.1	125000	724	0.420349
(1631,1961)(125856,126216)(100000,150000)	JASDQU010738020.1	125000	332	0.031900
(1962,2378)(220932,221695)(200000,250000)	JASDQU010738020.1	225000	418	0.079188
(2379,6057)(261109,299882)(250000,300000)	JASDQU010738020.1	275000	3680	0.100893
(6058,6254)(302842,303087)(300000,350000)	JASDQU010738020.1	325000	198	-0.018599
(6255,7573)(446677,449989)(400000,450000)	JASDQU010738020.1	425000	1320	0.160241
(7574,11449)(451328,499886)(450000,500000)	JASDQU010738020.1	475000	3877	0.091440
(11450,11830)(557588,558011)(550000,600000)	JASDQU010738020.1	575000	382	0.342981
(219,546)(244443,244786)(200000,250000)	JASDQU010738023.1	225000	329	0.132022
(549,1352)(72735,73543)(50000,100000)	JASDQU010738024.1	75000	805	0.025309
(1353,1677)(169686,184754)(150000,200000)	JASDQU010738024.1	175000	326	0.119897
(1678,1785)(239704,239844)(200000,250000)	JASDQU010738024.1	225000	109	0.097336
(763,1172)(167983,168404)(150000,200000)	JASDQU010738029.1	175000	411	0.494688
(3359,4093)(160779,162426)(150000,200000)	JASDQU010738043.1	175000	736	0.277639
(10,745)(113502,148605)(100000,150000)	JASDQU010738049.1	125000	737	0.051991
(228,389)(153176,159890)(150000,200000)	JASDQU010738054.1	175000	163	0.040285
(141,1536)(137339,147628)(100000,150000)	JASDQU010738056.1	125000	1397	0.101942
(934,956)(92038,92068)(50000,100000)	JASDQU010738067.1	75000	24	0.006753
(1973,2212)(82143,82405)(50000,100000)	JASDQU010738077.1	75000	241	0.034739
(1397,2088)(128962,130471)(100000,150000)	JASDQU010738083.1	125000	693	0.268270
(288,1141)(123896,124750)(100000,150000)	JASDQU010738101.1	125000	855	0.394410
(982,1092)(199888,199999)(150000,200000)	JASDQU010738124.1	175000	112	0.002873
(1093,1141)(200000,200048)(200000,250000)	JASDQU010738124.1	225000	50	0.066307
(194,554)(67392,67830)(50000,100000)	JASDQU010738135.1	75000	362	0.475563
(62,146)(126078,126176)(100000,150000)	JASDQU010738139.1	125000	86	0.270260
(395,1717)(171404,172743)(150000,200000)	JASDQU010738164.1	175000	1324	0.090620
(3940,4009)(79455,79529)(50000,100000)	JASDQU010738174.1	75000	71	0.075616
(4010,4643)(126105,126781)(100000,150000)	JASDQU010738174.1	125000	635	0.299837
(30,61)(151788,151835)(150000,200000)	JASDQU010738195.1	175000	33	0.052021
(988,2285)(118555,136564)(100000,150000)	JASDQU010738209.1	125000	1299	0.064083
(2298,2435)(114939,115109)(100000,150000)	JASDQU010738210.1	125000	139	0.051070
(2570,2794)(77406,77713)(50000,100000)	JASDQU010738217.1	75000	226	0.011049
(601,1607)(398989,399999)(350000,400000)	JASDQU010738280.1	375000	1008	0.419488
(1345,1966)(226337,227130)(200000,250000)	JASDQU010738349.1	225000	623	-0.027722
(1967,2447)(309000,309622)(300000,350000)	JASDQU010738349.1	325000	482	0.227150
(524,678)(184004,184160)(150000,200000)	JASDQU010738355.1	175000	156	0.020331
(3135,3519)(194429,194820)(150000,200000)	JASDQU010738364.1	175000	386	0.630503
(792,918)(55238,80895)(50000,100000)	JASDQU010738369.1	75000	128	0.024004
(429,923)(50181,83737)(50000,100000)	JASDQU010738373.1	75000	496	0.009363
(1097,1789)(155979,159365)(150000,200000)	JASDQU010738374.1	175000	694	0.022458
(33,740)(103632,122911)(100000,150000)	JASDQU010738376.1	125000	709	0.092032
(3529,3540)(79360,79390)(50000,100000)	JASDQU010738377.1	75000	13	0.067053
(1210,2066)(427210,428119)(400000,450000)	JASDQU010738398.1	425000	858	0.553276
(492,1648)(66318,89541)(50000,100000)	JASDQU010738410.1	75000	1158	0.190861
(40,384)(100000,100378)(100000,150000)	JASDQU010738414.1	125000	346	0.471317
(436,499)(99416,99515)(50000,100000)	JASDQU010738416.1	75000	65	0.205532
(140,729)(158832,169904)(150000,200000)	JASDQU010738437.1	175000	591	0.033006
(624,1315)(157520,158233)(150000,200000)	JASDQU010738455.1	175000	693	0.038579
(2035,2770)(167547,168326)(150000,200000)	JASDQU010738461.1	175000	737	0.443002
(2094,3080)(211473,212464)(200000,250000)	JASDQU010738466.1	225000	988	0.126216
(1512,1965)(64235,64688)(50000,100000)	JASDQU010738467.1	75000	455	0.048234
(1966,1994)(143204,143245)(100000,150000)	JASDQU010738467.1	125000	30	0.044252
(486,1517)(190708,198494)(150000,200000)	JASDQU010738479.1	175000	1033	0.113750
(4851,5864)(56925,57944)(50000,100000)	JASDQU010738480.1	75000	1015	0.614373
(361,405)(345592,345637)(300000,350000)	JASDQU010738489.1	325000	46	0.040175
(406,490)(506267,506358)(500000,550000)	JASDQU010738489.1	525000	86	0.095861
(491,775)(699708,699999)(650000,700000)	JASDQU010738489.1	675000	286	-0.002469
(776,1396)(700000,700620)(700000,750000)	JASDQU010738489.1	725000	622	0.472530
(82,640)(50569,64343)(50000,100000)	JASDQU010738493.1	75000	560	0.038957
(864,2796)(200905,246839)(200000,250000)	JASDQU010738510.1	225000	1934	0.199049
(137,292)(326809,326975)(300000,350000)	JASDQU010738529.1	325000	157	0.112314
(293,313)(387584,387606)(350000,400000)	JASDQU010738529.1	375000	22	0.118732
(1882,1980)(186915,187013)(150000,200000)	JASDQU010738533.1	175000	100	0.194341
(1005,1241)(99488,99770)(50000,100000)	JASDQU010738540.1	75000	238	0.314772
(37,41)(89674,89682)(50000,100000)	JASDQU010738577.1	75000	6	0.044455
(42,882)(109567,110412)(100000,150000)	JASDQU010738577.1	125000	842	0.031413
(413,541)(206617,206748)(200000,250000)	JASDQU010738625.1	225000	130	0.554809
(2401,3137)(217592,218332)(200000,250000)	JASDQU010738640.1	225000	738	0.045959
(3138,4363)(251638,281008)(250000,300000)	JASDQU010738640.1	275000	1227	0.040808
(184,690)(217113,219279)(200000,250000)	JASDQU010738643.1	225000	508	0.025391
(691,1585)(604740,607816)(600000,650000)	JASDQU010738643.1	625000	896	0.126018
(1586,1645)(696230,696297)(650000,700000)	JASDQU010738643.1	675000	61	0.080153
(17,112)(55118,55215)(50000,100000)	JASDQU010738646.1	75000	97	0.345064
(317,557)(236312,236552)(200000,250000)	JASDQU010738687.1	225000	242	0.006094
(576,878)(118782,125404)(100000,150000)	JASDQU010738697.1	125000	304	0.169649
(368,1449)(196224,197589)(150000,200000)	JASDQU010738702.1	175000	1083	0.126284
(93,2812)(100795,107868)(100000,150000)	JASDQU010738704.1	125000	2721	0.193886
(2413,2673)(150000,150277)(150000,200000)	JASDQU010738706.1	175000	262	0.158764
(3212,3871)(176340,177167)(150000,200000)	JASDQU010738712.1	175000	661	-0.002027
(3872,4660)(232618,233415)(200000,250000)	JASDQU010738712.1	225000	790	0.000437
(2101,2119)(140773,140791)(100000,150000)	JASDQU010738717.1	125000	20	0.036327
(379,1245)(170443,171319)(150000,200000)	JASDQU010738718.1	175000	868	0.182743
(313,341)(66065,66147)(50000,100000)	JASDQU010738720.1	75000	30	0.055458
(342,794)(118444,128820)(100000,150000)	JASDQU010738720.1	125000	454	0.348476
(795,1400)(218458,219067)(200000,250000)	JASDQU010738720.1	225000	607	-0.012686
(1262,1587)(150082,150434)(150000,200000)	JASDQU010738721.1	175000	327	0.100285
(683,2683)(121650,140748)(100000,150000)	JASDQU010738731.1	125000	2002	0.057231
(305,516)(455519,455791)(450000,500000)	JASDQU010738732.1	475000	213	0.041244
(149,268)(87119,87730)(50000,100000)	JASDQU010738739.1	75000	121	-0.000646
(3689,3702)(50000,50015)(50000,100000)	JASDQU010738741.1	75000	15	0.031957
(1458,2315)(90092,90955)(50000,100000)	JASDQU010738754.1	75000	859	0.531822
(2316,2895)(140720,149999)(100000,150000)	JASDQU010738754.1	125000	581	0.002974
(2957,3344)(192835,193333)(150000,200000)	JASDQU010738758.1	175000	389	-0.001393
(268,736)(190941,191412)(150000,200000)	JASDQU010738761.1	175000	470	0.135288
(61,1002)(148500,149442)(100000,150000)	JASDQU010738785.1	125000	943	0.235298
(377,393)(128229,128251)(100000,150000)	JASDQU010738802.1	125000	18	-0.021455
(707,860)(192333,192509)(150000,200000)	JASDQU010738803.1	175000	155	0.652496
(861,1081)(252013,252403)(250000,300000)	JASDQU010738803.1	275000	222	0.613479
(1131,1903)(160394,161211)(150000,200000)	JASDQU010738806.1	175000	774	0.498944
(418,474)(152507,152570)(150000,200000)	JASDQU010738829.1	175000	58	0.077575
(475,735)(253543,253937)(250000,300000)	JASDQU010738829.1	275000	262	0.106886
(736,1190)(301627,302217)(300000,350000)	JASDQU010738829.1	325000	456	0.255223
(1491,2243)(100905,101681)(100000,150000)	JASDQU010738833.1	125000	754	0.153857
(840,938)(126393,126512)(100000,150000)	JASDQU010738839.1	125000	100	0.058119
(362,459)(157863,158130)(150000,200000)	JASDQU010738844.1	175000	99	0.031787
(460,510)(493350,493420)(450000,500000)	JASDQU010738844.1	475000	52	0.064854
(197,1910)(87126,96155)(50000,100000)	JASDQU010738847.1	75000	1715	0.138873
(4833,6095)(126301,127581)(100000,150000)	JASDQU010738852.1	125000	1264	0.334238
(10436,11019)(100000,100981)(100000,150000)	JASDQU010738858.1	125000	585	0.035610
(1090,1110)(50827,50861)(50000,100000)	JASDQU010738859.1	75000	22	0.037693
(1111,1132)(161030,161060)(150000,200000)	JASDQU010738859.1	175000	23	0.027002
(1429,1756)(304681,305048)(300000,350000)	JASDQU010738866.1	325000	329	-0.007086
(341,872)(128881,129419)(100000,150000)	JASDQU010738869.1	125000	533	0.118392
(857,1069)(104945,105253)(100000,150000)	JASDQU010738870.1	125000	214	0.091467
(1182,1192)(133636,133647)(100000,150000)	JASDQU010738883.1	125000	12	0.201093
(52,1873)(72586,86788)(50000,100000)	JASDQU010738886.1	75000	1823	0.391163
(1314,2010)(163022,163732)(150000,200000)	JASDQU010738891.1	175000	698	0.200058
(1361,1729)(82782,83167)(50000,100000)	JASDQU010738897.1	75000	370	0.226140
(1939,3377)(50000,51522)(50000,100000)	JASDQU010738908.1	75000	1440	0.115886
(525,537)(101326,101344)(100000,150000)	JASDQU010738917.1	125000	14	0.044944
(121,317)(264519,264729)(250000,300000)	JASDQU010738918.1	275000	198	0.029098
(513,1310)(127254,128101)(100000,150000)	JASDQU010738936.1	125000	799	0.342820
(1311,1632)(250429,250890)(250000,300000)	JASDQU010738936.1	275000	323	0.089896
(1633,2568)(364159,376382)(350000,400000)	JASDQU010738936.1	375000	937	0.022580
(2569,2576)(430328,430337)(400000,450000)	JASDQU010738936.1	425000	9	0.037444
(2577,2813)(476729,496464)(450000,500000)	JASDQU010738936.1	475000	238	0.037395
(22,359)(58662,59129)(50000,100000)	JASDQU010738956.1	75000	339	0.024355
(2601,2777)(120446,120624)(100000,150000)	JASDQU010738991.1	125000	178	0.346175
(2362,2651)(88488,88784)(50000,100000)	JASDQU010738994.1	75000	291	0.038039
(1119,1278)(112884,113043)(100000,150000)	JASDQU010738998.1	125000	161	0.033590
(3148,3404)(298817,299184)(250000,300000)	JASDQU010739005.1	275000	258	0.020677
(84,4152)(107387,137764)(100000,150000)	JASDQU010739006.1	125000	4070	0.061051
(778,990)(244138,244363)(200000,250000)	JASDQU010739007.1	225000	214	0.107187
(141,380)(194496,194823)(150000,200000)	JASDQU010739015.1	175000	241	0.112984
(381,774)(223191,245221)(200000,250000)	JASDQU010739015.1	225000	395	0.120897
(403,511)(73900,74020)(50000,100000)	JASDQU010739033.1	75000	110	0.199800
(512,1156)(159120,181118)(150000,200000)	JASDQU010739033.1	175000	646	0.079102
(1157,1212)(248261,248323)(200000,250000)	JASDQU010739033.1	225000	57	0.156964
(1213,1553)(446245,446594)(400000,450000)	JASDQU010739033.1	425000	342	0.015124
(9,781)(68429,69207)(50000,100000)	JASDQU010739055.1	75000	774	0.309056
(106,308)(65460,65672)(50000,100000)	JASDQU010739056.1	75000	204	0.054833
(140,720)(242910,244019)(200000,250000)	JASDQU010739060.1	225000	582	0.068250
(214,397)(426213,426401)(400000,450000)	JASDQU010739087.1	425000	185	0.052103
(398,584)(458613,458964)(450000,500000)	JASDQU010739087.1	475000	188	0.046631
(215,1599)(101506,103411)(100000,150000)	JASDQU010739092.1	125000	1386	0.016806
(178,781)(109855,110542)(100000,150000)	JASDQU010739115.1	125000	605	0.098629
(782,1212)(153314,153808)(150000,200000)	JASDQU010739115.1	175000	432	0.123607
(3014,3087)(134176,134263)(100000,150000)	JASDQU010739124.1	125000	75	0.020383
(236,452)(138171,138388)(100000,150000)	JASDQU010739129.1	125000	218	0.014683
(103,698)(363056,363658)(350000,400000)	JASDQU010739130.1	375000	597	0.185979
(139,913)(115997,144607)(100000,150000)	JASDQU010739139.1	125000	776	0.057450
(914,1597)(157011,180302)(150000,200000)	JASDQU010739139.1	175000	685	0.085962
(907,1429)(181646,182221)(150000,200000)	JASDQU010739140.1	175000	524	0.058234
(827,970)(95770,95914)(50000,100000)	JASDQU010739153.1	75000	145	0.057399
(3458,8391)(356648,363289)(350000,400000)	JASDQU010739154.1	375000	4935	0.304355
(10,441)(143470,143983)(100000,150000)	JASDQU010739177.1	125000	433	0.684948
(13,1789)(153597,155390)(150000,200000)	JASDQU010739180.1	175000	1778	0.285840
(1790,2048)(322552,323032)(300000,350000)	JASDQU010739180.1	325000	260	0.298315
(87,644)(68990,69584)(50000,100000)	JASDQU010739182.1	75000	559	0.284230
(169,796)(229055,229702)(200000,250000)	JASDQU010739185.1	225000	629	0.111264
(87,242)(114270,114425)(100000,150000)	JASDQU010739189.1	125000	157	0.392951
(23,342)(105505,119105)(100000,150000)	JASDQU010739191.1	125000	321	0.089575
(343,789)(198094,198564)(150000,200000)	JASDQU010739191.1	175000	448	0.093315
(482,1772)(121881,123231)(100000,150000)	JASDQU010739195.1	125000	1292	0.202960
(1773,1946)(173050,173226)(150000,200000)	JASDQU010739195.1	175000	175	0.022985
(39,1773)(67903,69838)(50000,100000)	JASDQU010739198.1	75000	1736	0.007319
(587,1008)(399576,399999)(350000,400000)	JASDQU010739207.1	375000	423	0.225317
(1009,1188)(400000,400181)(400000,450000)	JASDQU010739207.1	425000	181	0.379235
(8,230)(178354,178661)(150000,200000)	JASDQU010739218.1	175000	224	0.090326
(617,909)(118345,118776)(100000,150000)	JASDQU010739234.1	125000	294	0.497114
(126,1273)(111814,112973)(100000,150000)	JASDQU010739238.1	125000	1149	0.325479
(137,406)(297752,298026)(250000,300000)	JASDQU010739270.1	275000	271	0.064470
(1748,2007)(272100,272452)(250000,300000)	JASDQU010739276.1	275000	261	0.118959
(2008,2508)(327294,347096)(300000,350000)	JASDQU010739276.1	325000	502	0.115113
(2509,3115)(391829,392444)(350000,400000)	JASDQU010739276.1	375000	608	0.268196
(139,473)(93615,94025)(50000,100000)	JASDQU010739288.1	75000	336	0.023598
(3743,4114)(66606,67029)(50000,100000)	JASDQU010739299.1	75000	373	0.466764
(149,819)(175938,176628)(150000,200000)	JASDQU010739310.1	175000	672	0.071002
(461,762)(272017,272600)(250000,300000)	JASDQU010739327.1	275000	303	0.079218
(1171,4541)(125346,131601)(100000,150000)	JASDQU010739345.1	125000	3372	0.325345
(8,185)(264797,264985)(250000,300000)	JASDQU010739346.1	275000	179	0.012644
